Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
1536,2,50000,1280,2 out of 12,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
1537,1,7000,450,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1538,2,30000,450,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1539,1,10000,600,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1540,2,15000,800,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1541,1,7500,500,2 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1542,3,45000,1680,7 out of 19,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1543,3,65000,2000,23 out of 40,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1544,1,12000,500,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1545,1,7000,500,2 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1546,1,9000,800,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1547,2,23000,1100,2 out of 3,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1548,2,30000,1200,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1549,1,8000,500,2 out of 3,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1550,2,16000,1155,3 out of 4,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1551,1,7500,440,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1552,2,20000,1040,1 out of 7,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1554,3,30000,1200,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1555,3,20000,1600,2 out of 3,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent
1557,2,17000,1000,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1558,2,15000,1200,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1559,1,6000,400,4 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1560,2,16000,950,1 out of 1,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1561,2,9500,530,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1562,1,8000,300,Ground out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1563,2,15000,1000,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1564,1,12000,450,3 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1565,1,10000,600,Ground out of 1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1566,2,16000,1100,2 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1567,1,11000,400,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1568,2,11000,700,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1569,2,20000,1105,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1570,3,24000,1430,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1571,2,14500,850,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1572,1,4000,650,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1573,2,12000,1200,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1574,2,8500,600,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1575,1,9000,400,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1577,2,10500,1100,Ground out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1578,2,12000,900,1 out of 5,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1579,3,32000,1300,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1580,2,15000,1000,Ground out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1581,3,21000,1000,1 out of 2,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1582,2,12000,900,Ground out of 1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
1583,1,7000,800,1 out of 1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
1584,2,15000,750,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1585,2,11400,1100,2 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1586,2,15000,1200,1 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1587,2,19000,1000,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1588,2,27000,1000,4 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1589,3,48000,2000,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1590,1,7000,550,1 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1591,2,15000,1130,Ground out of 4,Super Area,Bangalore,Unfurnished,Family,2,Contact Owner
1592,2,10000,600,Ground out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1593,1,7000,100,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1594,2,9000,500,2 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1595,1,8000,600,Ground out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1596,2,35000,1200,1 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1597,2,16000,850,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1598,1,4500,600,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1599,2,16000,600,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1600,2,10000,700,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1601,1,8000,400,1 out of 1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1602,1,6000,400,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1603,2,13000,1000,1 out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1604,2,10000,1200,Ground out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1605,3,55000,1603,6 out of 17,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1606,3,15000,1200,Ground out of 2,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Owner
1607,1,12000,420,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1608,2,9000,1200,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1609,3,36000,1771,10 out of 18,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1610,3,37000,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1611,2,6000,700,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1612,1,17000,610,10 out of 10,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1613,1,8000,800,3 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1614,1,7500,550,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1615,2,9500,750,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1616,2,13500,700,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1617,1,9000,600,2 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1618,1,7000,360,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1619,2,12000,800,2 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1621,2,12000,1200,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1622,1,8500,480,2 out of 3,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1623,2,18000,1000,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1624,1,11000,800,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
1625,3,18000,900,2 out of 3,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1626,3,17000,1450,Ground out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1627,1,6500,400,Ground out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1628,2,11500,700,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1629,2,22000,1000,2 out of 6,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1630,1,13000,450,3 out of 3,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1631,3,20000,773,2 out of 12,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1632,2,10000,1200,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1633,2,15000,1000,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1634,1,8000,150,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1635,2,12000,865,1 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1636,1,20000,600,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1637,2,20000,800,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1638,1,8000,200,Ground out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1639,1,11000,600,1 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1640,3,40000,1840,5 out of 14,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1641,2,10000,800,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1642,3,30000,1600,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
1643,2,8000,600,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1644,2,15000,1100,3 out of 3,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1645,2,12000,950,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1646,2,12000,905,3 out of 6,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1647,3,20000,1200,Ground out of 1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1648,3,13000,1000,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1649,2,17500,1080,1 out of 4,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1650,1,8000,600,Ground out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1651,2,8500,1000,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1652,1,7500,600,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1653,2,22000,1100,2 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1654,1,6000,300,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1655,2,32900,1200,3 out of 6,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
1656,2,15000,800,1 out of 4,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1657,2,10000,535,3 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1658,2,10000,800,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1659,3,21000,1159,4 out of 5,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1660,4,63000,2650,16 out of 34,Carpet Area,Bangalore,Unfurnished,Bachelors,5,Contact Agent
1661,1,6900,50,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1662,2,14000,700,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1663,1,14500,550,4 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1664,1,6500,700,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1665,2,13000,600,1 out of 5,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1666,2,8000,600,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1667,2,18000,1000,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1668,2,20000,1100,2 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1669,1,14000,750,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1670,4,50000,2900,5 out of 7,Super Area,Bangalore,Furnished,Bachelors/Family,4,Contact Owner
1671,2,14500,990,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1672,2,15000,1300,Ground out of 2,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1673,1,11500,550,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1674,3,15000,1360,5 out of 9,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1675,2,12000,600,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1676,2,18000,1200,Ground out of 12,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1677,2,15000,1050,1 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1678,2,12000,840,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1679,2,25000,1050,1 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1681,1,10000,500,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1682,2,8000,900,1 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1683,2,40000,1300,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1684,2,12000,600,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1685,2,16000,900,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1686,2,23000,1100,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1687,2,25000,1100,2 out of 10,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1688,1,7000,600,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1689,2,17500,1250,1 out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1690,1,10000,415,3 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1691,3,39000,1200,1 out of 4,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1692,3,22000,1200,4 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1693,2,18000,1000,2 out of 4,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1694,2,23000,1300,3 out of 4,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1695,2,20000,1150,2 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1696,1,10000,450,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1697,1,15000,600,5 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1698,2,17000,1000,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1699,3,56000,1900,6 out of 16,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent
1700,3,43000,1700,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1701,2,25000,1100,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1702,1,9000,500,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1703,3,31000,1757,9 out of 10,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1704,1,6000,300,Ground out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1705,1,5000,500,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1706,2,16000,1200,Ground out of 1,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1707,1,20000,800,Ground out of 5,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Agent
1708,3,28000,1281,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1709,2,18000,1450,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1710,1,12000,600,3 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1711,2,20000,980,3 out of 4,Super Area,Bangalore,Furnished,Family,2,Contact Owner
1712,3,25000,1500,1 out of 7,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1713,3,35000,1800,1 out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1714,1,7000,400,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1715,1,7500,600,Ground out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
1716,2,14000,1100,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1717,2,20000,1100,1 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1719,2,21000,1100,2 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1720,2,15000,700,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1721,1,5500,600,1 out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
1722,2,10000,700,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1723,1,7000,250,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1724,2,11500,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1725,3,22000,1450,Ground out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1726,2,19000,1221,2 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1727,2,15000,1250,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1728,2,10500,700,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
1729,2,12000,700,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1730,1,7000,200,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1731,2,15000,1200,Ground out of 1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1732,2,23000,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1733,1,6500,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1734,3,29000,1800,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1735,2,12000,900,Ground out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1736,2,10000,1000,2 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1737,2,12500,500,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1738,3,32000,1800,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1739,1,8000,416,19 out of 20,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1740,2,10500,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1741,1,6000,400,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1742,3,16000,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1743,3,45000,1600,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1744,1,6000,500,Ground out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1745,1,5000,500,1 out of 4,Super Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
1746,3,14000,1800,5 out of 7,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1747,2,20000,900,Ground out of 12,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1748,1,11000,550,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1749,1,5500,600,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
1750,3,55000,1800,1 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent
1751,2,15000,976,1 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1752,1,8500,350,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1753,2,15000,1100,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1754,2,12000,500,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1755,1,7500,600,3 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1756,2,16000,1100,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1757,2,20000,1150,2 out of 4,Carpet Area,Bangalore,Furnished,Family,2,Contact Agent
1758,2,14500,850,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1759,1,6000,600,2 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
